condition,env,reference,policy_path,seed,episodes,alpha,noise_type,jitter_sigma,dropout_p,dropout_mode,use_masked_reward,bias_magnitude,bias_axis,bias_target,reward_type,huber_delta,n_samples,pearson_r,pearson_p,spearman_r,spearman_p,mean_clean_reward,mean_noisy_reward,mean_clean_keypoint_mse,mean_noisy_keypoint_mse,mean_masked_noisy_keypoint_mse,mean_visibility_frac,result_dir,clean_reward_std,noisy_reward_std,clean_reward_min,clean_reward_max,noisy_reward_min,noisy_reward_max,frac_noisy_reward_lt_0.05,frac_noisy_reward_lt_0.10,frac_noisy_reward_gt_0.90
bias_feet_0.10,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_bias_feet_0.10_seed2/policy.zip,2,5,5.0,bias,0.0,0.0,hold,False,0.1,0,feet,squared,0.05,5000,0.538049490974887,0.0,0.343828482236351,9.401859006679644e-139,0.7917536939764691,0.7884628082465872,0.0065160758052194,0.0069611058318056,0.0069611058503156,1.0,results/hopper_bias_feet_0.10_seed2,0.1608536978410189,0.16962437600746993,0.1987045640596348,0.9998371001766814,0.0857424367505797,0.9523914807025116,0.0,0.0032,0.3108
clean,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/clean_seed0/policy.zip,0,5,5.0,clean,0.0,0.0,hold,False,0.0,0,none,squared,0.05,795,1.0,0.0,1.0,0.0,0.5965121751875102,0.5965121751875102,0.0220703012769612,0.0220703012769612,0.0220703014261275,1.0,results/clean_seed0,0.37269596365690955,0.37269596365690955,1.1562854824119133e-06,0.9987475956566276,1.1562854824119133e-06,0.9987475956566276,0.17232704402515722,0.20628930817610064,0.3383647798742138
bias_feet_0.05,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/bias_feet_0.05_seed2/policy.zip,2,5,5.0,bias,0.0,0.0,hold,False,0.05,0,feet,squared,0.05,795,0.9942756278738264,0.0,0.9814802351666132,0.0,0.7260584551135922,0.6638209680234922,0.0104412083400822,0.0126250776807842,0.0126250777232867,1.0,results/bias_feet_0.05_seed2,0.31199874248539494,0.30815481262963984,8.05946448661993e-06,0.9986649830374272,3.5430138681807476e-06,0.9827914944036338,0.07169811320754717,0.09811320754716982,0.27044025157232704
clean,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/clean_seed1/policy.zip,1,5,5.0,clean,0.0,0.0,hold,False,0.0,0,none,squared,0.05,795,1.0,0.0,1.0,0.0,0.6272173836610273,0.6272173836610273,0.0197652989919064,0.0197652989919064,0.0197652990415614,1.0,results/clean_seed1,0.34194707834311977,0.34194707834311977,2.5502499321755383e-06,0.9991612180383264,2.5502499321755383e-06,0.9991612180383264,0.15471698113207547,0.17861635220125785,0.14339622641509434
jitter_sigma_0.10,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_jitter_sigma_0.10_seed2/policy.zip,2,5,5.0,jitter,0.1,0.0,hold,False,0.0,0,none,squared,0.05,945,0.8049606861278025,5.3172421746804976e-216,0.7800841343214227,3.011696858160845e-194,0.6459274939624968,0.4577831050018148,0.0149346045800989,0.0246981741912249,0.0246981741801377,1.0,results/hopper_jitter_sigma_0.10_seed2,0.2723183847101949,0.22013985574868133,0.0255254248579981,0.9998594573479974,0.0037612259812041,0.9420568149134751,0.039153439153439155,0.06666666666666667,0.0031746031746031746
clean,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_clean_seed2/policy.zip,2,5,5.0,clean,0.0,0.0,hold,False,0.0,0,none,squared,0.05,5000,0.9999999999999996,0.0,1.0,0.0,0.8038978808583483,0.8038978808583483,0.0063010682705245,0.0063010682705245,0.0063010682596237,1.0,results/hopper_clean_seed2,0.16639815871056549,0.16639815871056549,0.1255488182505852,0.9997974896075744,0.1255488182505852,0.9997974896075744,0.0,0.0,0.3474
dropout_masked_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_masked_p_0.30_seed0/policy.zip,0,5,5.0,dropout,0.0,0.3,mask,True,0.0,0,none,squared,0.05,795,0.8802392897373519,6.0891348711851e-259,0.9168435686344846,0.0,0.6506183114008312,0.8730484349828553,0.0185969133437275,0.0185969133437275,0.0182660424825838,0.7017071121706153,results/dropout_masked_p_0.30_seed0,0.3597364982967554,0.20590037072351458,6.213846617942909e-06,0.9990341045008412,0.1248742036943632,0.9999933831313184,0.0,0.0,0.7069182389937106
jitter_sigma_0.05,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/jitter_sigma_0.05_seed2/policy.zip,2,5,5.0,jitter,0.05,0.0,hold,False,0.0,0,none,squared,0.05,795,0.9749472149534606,0.0,0.8392513873965618,4.96154090811648e-212,0.6692410180684084,0.5688008445226518,0.0196526639551962,0.0222178651352336,0.0222178651979075,1.0,results/jitter_sigma_0.05_seed2,0.3428216243398729,0.2968233645638946,5.50293571985453e-08,0.9997734364149534,4.938544620629458e-08,0.9337199851247338,0.1471698113207547,0.16729559748427672,0.01761006289308176
dropout_masked_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_masked_p_0.30_seed1/policy.zip,1,5,5.0,dropout,0.0,0.3,mask,True,0.0,0,none,squared,0.05,795,0.8640312405761428,1.4413101144497561e-238,0.8946695599570018,9.66078677129027e-280,0.619848371615425,0.8650211338608994,0.0205505979031961,0.0205505979031961,0.0199195581184288,0.6970350542908195,results/dropout_masked_p_0.30_seed1,0.35268197233321974,0.21166606438016186,3.362369904620537e-06,0.9992778213153476,0.0238281795949989,0.9999972290190464,0.0012578616352201257,0.0025157232704402514,0.6981132075471698
dropout_hold_p_0.10,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_hold_p_0.10_seed1/policy.zip,1,5,5.0,dropout,0.0,0.1,hold,False,0.0,0,none,squared,0.05,5000,0.9999950444952972,0.0,0.9999923188471008,0.0,0.8086997379252816,0.8086397869883835,0.006085401431925,0.0060879437823106,0.0060630379785494,0.89795,results/hopper_dropout_hold_p_0.10_seed1,0.1628037475094187,0.1628415534890284,0.1427629975939978,0.9999909446581384,0.1416789179041584,0.9999909446581384,0.0,0.0,0.3652
dropout_masked_p_0.30,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_masked_p_0.30_seed0/policy.zip,0,5,5.0,dropout,0.0,0.3,mask,True,0.0,0,none,squared,0.05,5000,0.7983667559893914,0.0,0.6320383595571057,0.0,0.8016806138760431,0.942356733019896,0.0063920981565183,0.0063920981565183,0.0063337519160224,0.70755,results/hopper_dropout_masked_p_0.30_seed0,0.16544500724042477,0.0756161405796014,0.1174511038380533,0.9999910300327736,0.354268500896142,1.0,0.0,0.0,0.8262
jitter_sigma_0.10,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/jitter_sigma_0.10_seed0/policy.zip,0,5,5.0,jitter,0.1,0.0,hold,False,0.0,0,none,squared,0.05,795,0.8671798631551899,2.59020105053399e-242,0.798430487115488,6.597897488430408e-177,0.6064788419047544,0.316118519926608,0.0232757603189584,0.0333089375379348,0.0333089377110203,1.0,results/jitter_sigma_0.10_seed0,0.3662855729292113,0.21696756396211958,1.0676683721633408e-06,0.999627699234584,1.7290042868055813e-07,0.8510916628792851,0.20125786163522014,0.2490566037735849,0.0
dropout_masked_p_0.30,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_masked_p_0.30_seed1/policy.zip,1,5,5.0,dropout,0.0,0.3,mask,True,0.0,0,none,squared,0.05,5000,0.7707335658127277,0.0,0.6661347690553925,0.0,0.8097853277280659,0.9445297522749656,0.0062810026853554,0.0062810026853554,0.0061969240451391,0.6966,results/hopper_dropout_masked_p_0.30_seed1,0.180792632002138,0.08277761320176935,0.1032335603869566,0.9999961959609484,0.1757501445173266,1.0,0.0,0.0,0.8172
dropout_hold_p_0.10,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_hold_p_0.10_seed0/policy.zip,0,5,5.0,dropout,0.0,0.1,hold,False,0.0,0,none,squared,0.05,5000,0.9999980263808532,0.0,0.9999965518477392,0.0,0.8031912383592191,0.8031479062777811,0.0066158100838907,0.0066179649697813,0.0066430424603713,0.8983,results/hopper_dropout_hold_p_0.10_seed0,0.17935454595495792,0.17938152627538467,0.0811246079114089,0.9999921317717372,0.0811246079114089,0.9999921317717372,0.0,0.008,0.3624
dropout_hold_p_0.10,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_hold_p_0.10_seed2/policy.zip,2,5,5.0,dropout,0.0,0.1,hold,False,0.0,0,none,squared,0.05,795,0.9999971452767618,0.0,0.9999654419619604,0.0,0.5498359654099535,0.5498923532404287,0.0340534667682697,0.0340423451548813,0.0342893852827699,0.9060197719987834,results/dropout_hold_p_0.10_seed2,0.38932260306555727,0.38931184022690085,2.1979913723228932e-10,0.9992371254014965,2.1979913723228932e-10,0.9992371254014965,0.2238993710691824,0.2578616352201258,0.30440251572327043
jitter_sigma_0.10,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/jitter_sigma_0.10_seed1/policy.zip,1,5,5.0,jitter,0.1,0.0,hold,False,0.0,0,none,squared,0.05,795,0.8478830749788466,9.850206795889272e-221,0.7998537671963257,5.428242835372955e-178,0.5627519350003339,0.2964935566262384,0.0248373154470274,0.0348169085171378,0.0348169084292772,1.0,results/jitter_sigma_0.10_seed1,0.3436177197904959,0.20682816252021882,1.6571591730054141e-07,0.99900192822898,5.733204708531538e-09,0.7921086347210997,0.21257861635220127,0.2440251572327044,0.0
dropout_hold_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_hold_p_0.30_seed2/policy.zip,2,5,5.0,dropout,0.0,0.3,hold,False,0.0,0,none,squared,0.05,795,0.9997203429666826,0.0,0.997763113366366,0.0,0.6229175198907536,0.6228064241927044,0.0176897587838047,0.0177490709345806,0.0179780386527826,0.6977538324751944,results/dropout_hold_p_0.30_seed2,0.35301500632947014,0.3536492664210948,7.113142191035747e-08,0.998548462677673,7.142865503088503e-08,0.998548462677673,0.13584905660377358,0.16981132075471697,0.3232704402515723
jitter_sigma_0.05,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_jitter_sigma_0.05_seed1/policy.zip,1,5,5.0,jitter,0.05,0.0,hold,False,0.0,0,none,squared,0.05,5000,0.878720664082691,0.0,0.8353174216325538,0.0,0.8210213810630143,0.7465859854297956,0.005504359271507,0.0080162453406373,0.0080162453438388,1.0,results/hopper_jitter_sigma_0.05_seed1,0.15080021402956129,0.15388756080768579,0.2026126703626411,0.9999909446581384,0.1440353338246433,0.979671572794259,0.0,0.0,0.1382
dropout_hold_p_0.30,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_hold_p_0.30_seed0/policy.zip,0,5,5.0,dropout,0.0,0.3,hold,False,0.0,0,none,squared,0.05,5000,0.9999910577450536,0.0,0.99998732377512,0.0,0.8059311175756566,0.8057963579891121,0.0064802534464053,0.0064868063330604,0.006418287824155,0.70755,results/hopper_dropout_hold_p_0.30_seed0,0.17588431150657305,0.17601182786814182,0.0856400932796106,0.9999911210786334,0.0856404250758303,0.999999293192624,0.0,0.0064,0.371
dropout_zero_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_zero_p_0.30_seed0/policy.zip,0,5,5.0,dropout,0.0,0.3,zero,False,0.0,0,none,squared,0.05,795,0.2722183750827943,5.659821096176181e-15,0.3246175987107248,5.776136242161914e-21,0.6209684834938773,0.1287605989624526,0.020378761283455,0.1037369165978004,0.0200677647268713,0.7017071121706153,results/dropout_zero_p_0.30_seed0,0.35986567327523256,0.2813290570122053,4.146886634697011e-06,0.9989164313106484,2.784098244950815e-10,0.9978483111200976,0.8163522012578617,0.8188679245283019,0.028930817610062894
dropout_zero_p_0.30,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_zero_p_0.30_seed2/policy.zip,2,5,5.0,dropout,0.0,0.3,zero,False,0.0,0,none,squared,0.05,5000,0.1990447583488382,7.5535675978777e-46,0.2092151041694507,1.426626049934442e-50,0.7905582016999526,0.3682971724079198,0.0068192957396466,0.0893676838883373,0.0069148294951658,0.69835,results/hopper_dropout_zero_p_0.30_seed2,0.1729233556729058,0.3891053590375334,0.1176719360793546,0.9998279110538256,4.550897201822316e-06,0.9988022520393444,0.5086,0.5096,0.1088
bias_feet_0.05,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_bias_feet_0.05_seed0/policy.zip,0,5,5.0,bias,0.0,0.0,hold,False,0.05,0,feet,squared,0.05,5000,0.9095325252441748,0.0,0.8471145266209192,0.0,0.8077216952529339,0.7995715400288055,0.0062791131999246,0.0069552181294217,0.0069552181283725,1.0,results/hopper_bias_feet_0.05_seed0,0.171093998677221,0.19395958215649406,0.1115708254342333,0.9999929766848872,0.0718799636097045,0.9976818454104468,0.0,0.012,0.388
bias_feet_0.10,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/bias_feet_0.10_seed1/policy.zip,1,5,5.0,bias,0.0,0.0,hold,False,0.1,0,feet,squared,0.05,787,0.9852517124461518,0.0,0.9981190893657934,0.0,0.3978740563616955,0.3104642703246104,0.0707993382493741,0.0831225565446805,0.0831225567399388,1.0,results/bias_feet_0.10_seed1,0.39744220362253146,0.34820672620814325,4.610641087369796e-19,0.9992183981718952,1.8380598816067102e-20,0.9280135533564676,0.4256670902160102,0.4815756035578145,0.09275730622617535
dropout_hold_p_0.30,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_dropout_hold_p_0.30_seed1/policy.zip,1,5,5.0,dropout,0.0,0.3,hold,False,0.0,0,none,squared,0.05,5000,0.9999896470706872,0.0,0.999975078399003,0.0,0.8117982464862442,0.8116408644469071,0.0061330070396872,0.0061416438921584,0.0060472801939554,0.6966,results/hopper_dropout_hold_p_0.30_seed1,0.16830435241790687,0.1684776166412291,0.1003407875588106,0.9999931219767928,0.0987538077568316,0.9999931219767928,0.0,0.0004,0.3834
jitter_sigma_0.05,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_jitter_sigma_0.05_seed0/policy.zip,0,5,5.0,jitter,0.05,0.0,hold,False,0.0,0,none,squared,0.05,1377,0.9581658155997071,0.0,0.934045116173178,0.0,0.6595897945103998,0.6008943699911163,0.0146506411515628,0.0171988740784556,0.0171988741009862,1.0,results/hopper_jitter_sigma_0.05_seed0,0.2773533213179162,0.25940538060345253,0.0121849248547502,0.9999909446581384,0.0079534974248504,0.9766201264195792,0.023965141612200435,0.04647785039941903,0.07625272331154684
bias_feet_0.10,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/bias_feet_0.10_seed0/policy.zip,0,5,5.0,bias,0.0,0.0,hold,False,0.1,0,feet,squared,0.05,795,0.9836556177196558,0.0,0.9767572714578072,0.0,0.6675571259106308,0.5416396148015026,0.0149709990428061,0.0207456552026699,0.0207456550792257,1.0,results/bias_feet_0.10_seed0,0.3523642933404494,0.3246012515384784,5.7449644628933e-06,0.9993517778628644,1.0364411505258414e-06,0.9254617165299583,0.15471698113207547,0.19371069182389938,0.010062893081761006
bias_feet_0.05,Hopper-v5,data/references/hopper_v5_reference_expert_seed1_500k.npz,results/hopper_bias_feet_0.05_seed1/policy.zip,1,5,5.0,bias,0.0,0.0,hold,False,0.05,0,feet,squared,0.05,5000,0.8776002256200558,0.0,0.8270776415068055,0.0,0.8080049871672058,0.8154939890590306,0.0060629064191378,0.0059922843287989,0.0059922843221575,1.0,results/hopper_bias_feet_0.05_seed1,0.16275540712011258,0.166145970915943,0.1647285360771472,0.9999909446581384,0.1100111006672783,0.9880409707447952,0.0,0.0,0.3904
dropout_zero_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_zero_p_0.30_seed1/policy.zip,1,5,5.0,dropout,0.0,0.3,zero,False,0.0,0,none,squared,0.05,795,0.2929423732855765,3.3862618730235916e-17,0.4279837474526283,9.517630315544256e-37,0.5126066034060185,0.1035310363636856,0.0406244785277533,0.1218889739128077,0.0395233690836358,0.6970350542908195,results/dropout_zero_p_0.30_seed1,0.3626198561358157,0.24586835935357854,4.9329827680379365e-18,0.999053401224382,4.9329827680379365e-18,0.9941894462291644,0.8364779874213837,0.8415094339622642,0.0037735849056603774
